Id,connectivity_type,region,hub,hostname,ip_management,brand,model,serial_number,ot,installation_date,config_status,comments,remote_device,remote_ports,uplink_ports,Created at,Updated at,end_of_support,firmware_version
96,Acceso,AMBA,CAM,SCO-CAM2,10.106.33.7,Transition,S4224,1013000037,"",,Instalado,Se envio instalar el equipamiento a UM el 28/4/2015,"","",27-28,2017-05-15 13:15:29 UTC,2019-01-07 17:36:46 UTC,,2.2.9.4
98,Acceso,AMBA,CAR,SCO1.CAR-OA2000,192.168.14.21,MRV,MRV OA2000,00201A251460,,,Instalado,,,,,2017-05-15 13:15:29 UTC,2017-05-15 13:15:34 UTC,,
97,Acceso,AMBA,CAR,SCO2.CAR-OA2000,10.103.146.2,MRV,MRV OA2000,00201A2EA0FE,,,Instalado,,,,25-26,2017-05-15 13:15:29 UTC,2017-05-15 13:15:34 UTC,,
99,Acceso,AMBA,CAR,SCO3.CAR-SM24,10.106.56.10,Transition,SM24-100SFP-AH,1010000085,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:34 UTC,,
100,Acceso,AMBA,CAR,SCO4.CAR-SM24,10.106.56.11,Transition,SM24-100SFP-AH,0012CFFA2484,,,Instalado,OT # 47766487 - 08/07 Mail enviado a UM,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:34 UTC,,
101,Acceso,AMBA,CAR,SCO5.CAR-SM24,10.106.56.13,Transition,SM24-100SFP-AH,0012CFFA1F64,,,Instalado,#92191705 MAIL UM 28/04,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:34 UTC,,
103,Acceso,AMBA,CAR,SCO.CAR7,10.106.56.26,Transition,S4224,14569418,,,Instalado,Se solicita puertos a PIM-P Maximo #49735. se envia a UM 23/3/2017,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:34 UTC,,
629,Acceso,AMBA,CAR,SCO-CAR8,10.106.56.100,Transition,S4224,"","",2019-03-12,Instalado,"","","",ge-0/0/0 y ge-11/0/1,2019-01-15 16:17:04 UTC,2019-03-12 19:40:32 UTC,,2.2.9.9
102,Acceso,AMBA,CAR,SWF-CAR6-AC,10.106.56.17,Transition,S4224,14525403,,,Instalado,Se envio instalar el equipamiento a UM el 29/4/2015,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:34 UTC,,
109,Acceso,CENTRO,CBC,SCO.CBC6,10.106.105.2,Transition,S4224,,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
110,Acceso,CENTRO,CBC,SCO.CBC7,10.106.105.3,Transition,S4224,"","",,Instalado,"","","",27-28,2017-05-15 13:15:29 UTC,2018-02-19 15:04:15 UTC,,
111,Acceso,CENTRO,CBC,SCO.CBC8,10.106.105.4,Transition,S4224,,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
112,Acceso,CENTRO,CBC,SCO.CBC9,10.106.105.5,Transition,S4224,"","",,Instalado,"","","",27-28,2017-05-15 13:15:29 UTC,2018-02-19 15:05:09 UTC,,
116,Acceso,CENTRO,CBE,SCO1.CBE-SM24,10.106.73.2,Transition,SM24-100SFP-AH,1010000056,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
117,Acceso,CENTRO,CBE,SCO.CBE2,10.106.73.6,Transition,S4224,14545929,,,Instalado,Se solicita factibilidad de puertos a PIM-P OT#198879863. se envia mail a UM 9/3/2016,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
570,Acceso,LITORAL,CBE,SCO-CBE3,10.106.73.8,Transition,S4224,"","",2018-12-05,Instalado,"",ROA.CBE1,"",27 y 28,2018-10-31 13:25:16 UTC,2018-12-05 13:44:35 UTC,,""
118,Acceso,CENTRO,CBN,SCO1.CBN-SM24,10.106.71.2,Transition,SM24-100SFP-AH,0012CFFA2544,,,Instalado,,,,,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
119,Acceso,CENTRO,CBN,SCO2.CBN-SM24,10.106.71.6,Transition,SM24-100SFP-AH,1033000059,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
120,Acceso,CENTRO,CBN,SCO-CBN3,10.106.71.14,Transition,S4224,"","",,Instalado,Se solicita factibilidad de puertos a PIM-P OT#197668040. Se envia mail a UM 1/3/2016,"","","",2017-05-15 13:15:29 UTC,2018-12-21 02:12:48 UTC,,""
501,Acceso,Litoral,CBN,SCO-CBN4,10.106.71.72,Transition,S4224,14584214,"",2017-11-27,Instalado,Se entrega el equipo a Rodrigo para enviarlo al HUB de Corboba y realizar la instalación.,RAC.CBN1,ge-0/0/6 y ge-0/0/7,"27,28",2017-10-27 15:00:57 UTC,2017-11-27 12:37:30 UTC,,
598,Acceso,LITORAL,CBN,SCO-CBN5,10.106.71.75,Transition,S4224,"","",2018-12-20,Instalado,"",SAC.CBN1,"",27 y 28,2018-12-05 14:44:16 UTC,2018-12-20 14:10:03 UTC,,2.2.9.9
114,Acceso,CENTRO,CBO,SCO-CBO1,10.106.69.19,Transition,S4224,14531213,"",,Instalado,"",ROA1.CBO,"","",2017-05-15 13:15:29 UTC,2018-11-29 13:56:24 UTC,,2.2.9.9
115,Acceso,CENTRO,CBO,SCO-CBO2,10.106.69.5,Transition,S4224,14543331,"",,Instalado,Se solicita factibilidad de puertos a PIM-P OT#187495093. mail a UM 28/12,ROA1.CBO,"","",2017-05-15 13:15:29 UTC,2018-11-29 13:58:34 UTC,,2.2.9.9
529,Acceso,LITORAL,CBO,SCO-CBO3,10.106.69.42,Transition,S4224,14618334,"",,Instalado,"",ROA1.CBO1,"",27 y 28,2018-06-05 14:45:38 UTC,2018-08-15 14:53:22 UTC,,2.2.9.9
585,Acceso,Litoral,CBO,SCO-CBO4,10.106.69.44,Transition,S4224,"","",2018-12-18,Instalado,"","","",27 y 28,2018-12-03 15:39:57 UTC,2018-12-18 13:58:09 UTC,,2.2.9.9
586,Acceso,Litoral,CBO,SCO-CBO5,10.106.69.45,Transition,S4224,"","",2018-12-18,Instalado,"","","",27 y 28,2018-12-03 15:40:38 UTC,2018-12-18 13:58:50 UTC,,2.2.9.9
121,Acceso,CENTRO,CBS,SCO1.CBS-SM24,10.106.72.2,Transition,SM24-100SFP-AH,0012CFFA2464,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
122,Acceso,CENTRO,CBS,SCO4,10.106.72.3,Transition,S4224,14543326,"",,Instalado,OT #137580724 PIM-P 28/1,"",ge-0/0/6 - ge-0/0/7,27-28,2017-05-15 13:15:29 UTC,2018-12-05 15:42:35 UTC,,""
600,Acceso,LITORAL,CBS,SCO-CBS2,10.106.72.14,Transition,S4224,"","",2018-12-20,Instalado,"",RAC.CBS1,ge-0/0/2 - ge-0/0/3,27 y 28,2018-12-05 14:46:35 UTC,2018-12-20 14:08:51 UTC,,2.2.9.9
599,Acceso,LITORAL,CBS,SCO-CBS3,10.106.72.13,Transition,S4224,"","",2018-12-20,Instalado,"",RAC.CBS1,ge-0/0/2 - ge-0/0/3,27 y 28,2018-12-05 14:45:25 UTC,2018-12-20 14:09:27 UTC,,2.2.9.9
601,Acceso,LITORAL,CBS,SCO-CBS4,10.106.72.3,Transition,S4224,"","",,Instalado,"",RAC.CBS1,ge-0/0/6 - ge-0/0/7,27 y 28,2018-12-05 15:46:59 UTC,2018-12-05 15:46:59 UTC,,""
123,Acceso,CENTRO,CBT,SCO1.CBT-SM24,10.106.63.2,Transition,SM24-100SFP-AH,1010000065,,,Instalado,03/09 Se pide factibilidad a PIM-P ( Ot. 5587766 ) / PIM-M OT 5589956 / 06/09 mail a UM,,,,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
572,Acceso,CENTRO,CBT,SCO-CBT2,10.106.63.3,Transition,S4224,"","",2019-01-02,Instalado,"","","","",2018-11-01 19:22:36 UTC,2019-01-02 19:40:14 UTC,,2.2.9.9
619,Acceso,CENTRO,CBT,SCO-CBT3,10.106.63.4,Transition,S4224,"","",,Instalado,"",ROA1.CBT1,Gi0/0/0/5 Y Gi0/6/1/6 ,27 y 28,2019-01-03 18:00:06 UTC,2019-03-06 20:43:28 UTC,,2.2.9.9
625,Acceso,CENTRO,CBT,SCO-CBT4,10.106.63.5,Transition,S4224,"","",2019-03-18,Instalado,"",ROA1.CBT1,Gi0/0/0/7 Y Gi0/6/1/7,"",2019-01-15 15:08:27 UTC,2019-03-18 16:54:48 UTC,,2.2.9.9
147,Acceso,AMBA,CEN,SAC.CEN1,10.106.16.105,Juniper,EX4550,LX0214390768 - LX0214431735 - LX0216330131,"",,Instalado,"",RAC.CEN1,xe-1/1/0 y xe-2/0/1,xe-1/0/0 y xe-0/0/0,2017-05-15 13:15:29 UTC,2017-09-27 19:30:49 UTC,,
132,Acceso,AMBA,CEN,SCO10.CEN-TRANSITION,10.106.3.37,Transition,SM24-100SFP-AH,1010000080,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
133,Acceso,AMBA,CEN,SCO11.CEN-TRANSITION,10.106.3.38,Transition,SM24-100SFP-AH,1013000047,,,Instalado,OT 5528799 - PIM-M OT 5544952 - 03/08 Mail a UM,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
135,Acceso,AMBA,CEN,SCO12.CEN-TRANSITION,10.106.3.46,Transition,SM24-100SFP-AH,1010000054,,,Instalado,Factibilidad OT 5629725 // 15/11 Mail enviado a UM,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
136,Acceso,AMBA,CEN,SCO13.CEN-TRANSITION,10.106.3.68,Transition,SM24-100SFP-AH,1033000093,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
137,Acceso,AMBA,CEN,SCO14.CEN-TRANSITION,10.106.3.126,Transition,SM24-100SFP-AH,0012CFFA1CA4,,,Instalado,Puertos OT 47265548 - 08/07 se envio pedido de instalacion,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
138,Acceso,AMBA,CEN,SCO15.CEN-TRANSITION,10.106.3.161,Transition,SM24-100SFP-AH,1033000077,,,Instalado,OT 60001494  - 14/11 Mail a UM pidiendo instalacion,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
139,Acceso,AMBA,CEN,SCO16.CEN-TRANSITION,10.106.3.162,Transition,SM24-100SFP-AH,1033000014,,,Instalado,OT ## 79277380 - 11/02 mail enviado a UM,,,28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
140,Acceso,AMBA,CEN,SCO17.CEN-TRANSITION,10.106.3.173,Transition,SM24-100SFP-AH,1013000001,,,Instalado,OT #96331476 UM 13/6,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
141,Acceso,AMBA,CEN,SCO18.CEN-TRANSITION,10.106.3.174,Transition,SM24-100SFP-AH,1013000077,,,Instalado,OT #96344443 UM 13/6,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
124,Acceso,AMBA,CEN,SCO1.CEN-OA2000,10.103.3.6,MRV,MRV OA2000,00201A206560,,,Instalado,,,,25-26,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
146,Acceso,AMBA,CEN,SCO2.CEN-OA2000,10.106.3.54,MRV,MRV OA2000,00201A259300,,,Instalado,,,,25,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
125,Acceso,AMBA,CEN,SCO2.CEN-OA2000,10.103.3.7,MRV,MRV OA2000,,,,Instalado,,,,,2017-05-15 13:15:29 UTC,2017-05-15 13:15:29 UTC,,
127,Acceso,AMBA,CEN,SCO5.CEN-Transition,10.106.3.16,Transition,SM24-100SFP-AH,,,,Instalado,,,,,2017-05-15 13:15:29 UTC,2017-05-15 13:15:29 UTC,,
128,Acceso,AMBA,CEN,SCO6.CEN-TRANSITION,10.106.3.25,Transition,SM24-100SFP-AH,1010000075,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
129,Acceso,AMBA,CEN,SCO7.CEN-TRANSITION,10.106.3.32,Transition,SM24-100SFP-AH,,,,Instalado,04/01/2012 - Se pidio factibilidad ( Ot: 5052027 ),,,,2017-05-15 13:15:29 UTC,2017-05-15 13:15:29 UTC,,
130,Acceso,AMBA,CEN,SCO8.CEN-TRANSITION,10.106.3.35,Transition,SM24-100SFP-AH,1033000037,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
131,Acceso,AMBA,CEN,SCO9.CEN-TRANSITION,10.106.3.36,Transition,SM24-100SFP-AH,1010000030,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
134,Acceso,AMBA,CEN,SCO-CEN1,10.106.3.39   ,Transition,S4224,14557832,"",2017-06-09,Instalado,"equipos migrado, reemplazo de chasis SM24-1000",SAC.CEN1 - EX4550,ge-0/0/2 y ge-1/0/2 ,27-28,2017-05-15 13:15:29 UTC,2018-11-21 14:51:36 UTC,,""
142,Acceso,AMBA,CEN,SCO-CEN17,10.106.3.198,Transition,S4224, 14525462,"",,Instalado,OT #131644674 UM 6/1,SAC.CEN1,"",27-28,2017-05-15 13:15:29 UTC,2018-11-21 14:56:13 UTC,,2.2.9.9
143,Acceso,AMBA,CEN,SCO-CEN18,10.106.3.199,Transition,S4224,14525414,"",,Instalado,OT #131644674 UM 6/1,SAC.CEN1,"",23-24,2017-05-15 13:15:29 UTC,2018-11-21 14:58:00 UTC,,2.2.9.9
144,Acceso,AMBA,CEN,SCO-CEN19,10.106.16.6,Transition,S4224,14525400,"",,Instalado,Se pide factibilidad de puertos a PIM-P OT #170772976. Se envia mail a UM 13/8,SAC.CEN1,"",27-28,2017-05-15 13:15:29 UTC,2018-11-21 14:59:25 UTC,,2.2.9.9
145,Acceso,AMBA,CEN,SCO-CEN21,10.106.16.48,Transition,S4224,14543333,"",,Instalado,Se pide factibilidad de puertos a PIM-P OT #217023632. Se envia Mail a UM 29/4/2016,SAC.CEN1,"",27-28,2017-05-15 13:15:29 UTC,2018-11-21 15:00:49 UTC,,2.2.9.9
505,Acceso,Capital,CEN,SCO-CEN22,10.106.16.169,Transition,S4224,14593172,"",2018-11-27,Instalado,Equipo configurado. Pendiente de Envio.,SAC.CEN1,ge-2/0/0 y ge-2/0/1,27 y 28,2017-12-11 18:14:35 UTC,2019-04-12 15:42:06 UTC,,2.2.9.9
550,Acceso,AMBA,CEN,SCO-CEN23,10.106.16.206,Transition,S4224,"","",2018-11-27,Instalado,"",SAC.CEN1,ge-2/0/24 y ge-2/0/25,27 y 28,2018-09-19 15:45:33 UTC,2018-11-28 20:38:20 UTC,,2.2.9.9
126,Acceso,AMBA,CEN,SCO-CEN4,10.106.3.16,Transition,S4224,0012CFFA2624,"",,Instalado,"","","",27-28,2017-05-15 13:15:29 UTC,2019-04-12 15:45:59 UTC,,2.2.9.9
148,Acceso,LITORAL,CGO1,SCO1.CGO1-S4224,10.106.68.2,Transition,S4224,14526144,,,Instalado,#104510778,,,23-24,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
149,Acceso,BUENOS AIRES,CHA,SWF-CHA1-AC,10.106.141.2,Transition,S4224,14531215,,,Instalado,Se pide factibilidad de puertos a PIM-P OT #167987671. Se envia mail a UM,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
150,Acceso,BUENOS AIRES,CHC,SCO1.CHC-TRANSITION,10.106.113.2,Transition,SM24-100SFP-AH,0012CFFA24C4,,,Instalado,Se envio a instalar el equipamiento a UM el 21/03/2011,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
602,Acceso,AMBA,CHC,SCO-CHC2,10.106.113.13,Transition,S4224,14627256,"",,Instalado,"",ROA1.CHC1,"",27 ; 28,2018-12-05 16:29:56 UTC,2018-12-26 15:54:40 UTC,,""
151,Acceso,BUENOS AIRES,CHI,SCO1.CHI-SM24,10.106.114.2,Transition,SM24-100SFP-AH,0012CFFA2644,,,Instalado,Pedido cambio por SM24-100 06/09/2011,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
152,Acceso,BUENOS AIRES,CHI,SCO.CHI2,10.106.114.3,Transition,S4224,14580549,"",2018-02-06,Instalado,Se pide factibilidad de puertos a PIM-P Maximo #66276,ROA1.CHI1,ge-1/1/0 y ge-1/2/0,27-28,2017-05-15 13:15:29 UTC,2018-02-15 18:25:57 UTC,,
153,Acceso,SUR,CIP,SCO1.CIP-TRANSITION,10.106.110.5,Transition,SM24-100SFP-AH,0012CFFA2004,"",,Instalado,"Se solicito a PIM-M puertos electricos el dia 30/08/2011 via OT#4719085
Futura IP 10.106.110.5","","",27-28,2017-05-15 13:15:29 UTC,2017-09-21 14:37:25 UTC,,
443,Acceso,SUR,CIP,SCO-CIP2,10.106.110.23,Transition,S4224,14569392,111689,2017-06-06,Instalado,Futura IP 10.016.110.23,ROA,ge-1/3/8 y ge-1/3/9,27-28,2017-05-15 14:51:27 UTC,2018-11-29 13:47:34 UTC,,2.2.9.9
155,Acceso,AMBA,CNS1,SCO-CNS1,10.106.133.2,Transition,S4224,13371B000086,"",,Instalado,OT 106427126 PIM-P 17/07,"","",01-feb,2017-05-15 13:15:29 UTC,2019-01-07 19:43:20 UTC,,""
165,Acceso,AMBA,CON,SCO11.CON-TRANSITION,10.106.2.8,Transition,SM24-100SFP-AH,0012CFFA23A4,,,Instalado,PIM-M OT 5630472  /// 27/11 mail enviado a UM,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
166,Acceso,AMBA,CON,SCO12.CON-TRANSITION,10.106.2.60,Transition,SM24-100SFP-AH,1033000069,,,Instalado,OT #43386012 - 18/06 mail enviado a UM,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
167,Acceso,AMBA,CON,SCO13.CON-TRANSITION,10.106.2.52,Transition,SM24-100SFP-AH,1033000072,,,Instalado,OT # 65566103 22/11 mail a UM,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
168,Acceso,AMBA,CON,SCO14.CON-TRANSITION,10.106.2.55,Transition,SM24-100SFP-AH,1033000086,,,Instalado,OT 82527151 14/03 mail UM,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
169,Acceso,AMBA,CON,SCO15.CON-TRANSITION,10.106.2.56,Transition,SM24-100SFP-AH,1033000062,,,Instalado,OT 82527151 14/03 mail UM,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
159,Acceso,AMBA,CON,SCO1.CON-NC316,10.103.2.2,MRV,MRV OA2000,,,,Instalado,,,,,2017-05-15 13:15:29 UTC,2017-05-15 13:15:29 UTC,,
156,Acceso,AMBA,CON,SCO2.CON-OA2000,10.106.2.78,MRV,SM24-100SFP-AH,1013000008,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
157,Acceso,AMBA,CON,SCO3.CON-OA2000,10.103.2.4,MRV,MRV OA2000,00201A251440,,,Instalado,,,,26,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
158,Acceso,AMBA,CON,SCO4.CON-OA2000,10.103.2.5,MRV,MRV OA2000,00201A251040,,,Instalado,,,,25,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
160,Acceso,AMBA,CON,SCO5.CON-OA2000,10.103.2.6,MRV,MRV OA2000,1033000091,,,Instalado,,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
161,Acceso,AMBA,CON,SCO6.CON-TRANSITION,10.106.2.2,Transition,SM24-100SFP-AH,1040000006,,,Instalado,18/03/2011 Se envia a instalar a UM,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
162,Acceso,AMBA,CON,SCO7.CON-TRANSITION,10.106.2.3,Transition,SM24-100SFP-AH,1033000060,,,Instalado,Este equipo se utilizapara WI MAX OT GDR PIM-P #4341916,,,27-28,2017-05-15 13:15:29 UTC,2017-05-15 13:15:35 UTC,,
163,Acceso,AMBA,CON,SCO9.CON-TRANSITION,10.106.2.9,Transition,SM24-100SFP-AH,1010000020,,,Instalado,,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
164,Acceso,AMBA,CON,SCO-CON10,10.106.2.10,Transition,SM24-100SFP-AH, 14524622,"",,Instalado,OT PIM_P 5522999 - Mail enviado a UM 19/07,SAC.CON1,"",27-28,2017-05-15 13:15:30 UTC,2018-11-21 14:41:38 UTC,,2.2.9.9
170,Acceso,AMBA,CON,SCO-CON16,10.106.2.73,Transition,S4224,14525423,"",,Instalado,OT #131659066 UM 6/1,SAC.CON1,"",23-24,2017-05-15 13:15:30 UTC,2018-11-21 14:43:11 UTC,,2.2.9.9
171,Acceso,AMBA,CON,SCO-CON17,10.106.2.71,Transition,S4224,14526156,"",,Instalado,OT 122971981 PIM-P 4/11,SAC.CON1,"",27-28,2017-05-15 13:15:30 UTC,2018-11-21 14:44:19 UTC,,2.2.9.9
542,Acceso,AMBA,CON,SCO.CON18,10.106.2.218,Transition,S4224,14609485,"",2018-09-06,Instalado,"",SAC.CON1,ge-0/0/24 y ge-1/0/23,27 y 28,2018-08-13 13:34:25 UTC,2019-01-03 19:14:20 UTC,,""
172,Acceso,AMBA,CON,SCO-CON19,10.106.2.93,Transition,S4224,14543330,"",,Instalado,Se solicita factibilidad de puertos a PIM-P OT# 188606223. se envia a UM 8/1/2016,SAC.CON1,"",27-28,2017-05-15 13:15:30 UTC,2018-11-21 14:45:08 UTC,,2.2.9.9
173,Acceso,AMBA,CON,SCO-CON20,10.106.2.115,Transition,S4224,14545925,"",,Instalado,Se solicita factibilidad de puertos a PIM-P OT# 245829776,SAC.CON1,"",27-28,2017-05-15 13:15:30 UTC,2018-11-21 14:45:48 UTC,,2.2.9.9
174,Acceso,AMBA,CON,SCO-CON21,10.106.2.137,Transition,S4224,14563774,"",2017-06-01,Instalado,"",SAC.CON1 - EX4550 Fibercorp,ge-0/0/19 y ge-1/0/19,27-28,2017-05-15 13:15:30 UTC,2018-11-21 14:46:33 UTC,,2.2.9.9
504,Acceso,CABA,CON,SCO-CON22,10.106.2.170,Transition,S4224,14580539,"",2018-02-06,Instalado,"Fecha de envío: 24/11/2017
Fecha de Instalación: 06/02/2018",SAC.CON1,ge-0/0/22 y ge-0/0/23,27 y 28,2017-11-24 20:01:01 UTC,2018-02-14 11:42:28 UTC,,
635,Acceso,AMBA,CON,SCO-CON8,10.106.2.251,Transition,S4224,"","",2019-04-23,Instalado,"",SAC.CON1,"","",2019-03-11 19:23:33 UTC,2019-04-23 15:33:56 UTC,,2.2.9.9
511,Acceso,Centro,COS,SCO.COS1,10.106.192.12,Transition,S4224,"","",,Instalado,"",SCO.CPA2,"","",2018-01-09 00:42:22 UTC,2019-02-27 17:07:29 UTC,,""
175,Acceso,Villa Carlos Paz,CPA,SCO1.CPA-SM24,10.106.192.10,Transition,SM24-100SFP-AH,1013000092,,,Instalado,OT OT#5527370 - 25/07 enviado a instalar,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
510,Acceso,Centro,CPA,SCO.CPA2,10.106.192.11,Transition,S4224,"","",,Instalado,"",ROA.CPA1,Gi0/1/0/14 y Git0/0/0/28,"",2018-01-09 00:40:21 UTC,2018-12-26 15:22:24 UTC,,""
176,Acceso,LITORAL,CRS,SCO1.CRS-TRANSITION,10.106.194.2,Transition,SM24-100SFP-AH,0012CFFA2764,,,Instalado,"26/08/2011// Aun no estaba instalado el ML4004, se pidio a UM que instale un SM24 100 - // 04/02/2011 Se envio a instalar el equipamiento a UM el 04/02/2011",,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
177,Acceso,LITORAL,CRS,SCO-CRS2,10.106.194.3,Transition,S4224,14563772,"",,Instalado,Se solicita factibilidad de puertos a PIM-P OT# 253931114,ROA1.CRS,"","",2017-05-15 13:15:30 UTC,2018-11-29 14:00:24 UTC,,2.2.9.9
532,Acceso,LITORAL,CRS,SCO-CRS3,10.106.194.5,Transition,S4224,14609484,"",,Instalado,"",ROA1.CRS1,ge-0/0/3 y ge-11/0/0,27 y 28,2018-07-03 18:39:45 UTC,2018-10-25 18:00:45 UTC,,2.2.9.9
575,Acceso,Litoral,CRS,SCO-CRS4,10.106.194.6,Transition,S4224,"","",2018-12-31,Instalado,"","","","",2018-11-21 19:11:15 UTC,2018-12-31 16:16:08 UTC,,2.2.9.9
576,Acceso,Litoral,CRS,SCO-CRS5,10.106.194.7,Transition,S4224,"","",2018-12-31,Instalado,"","","","",2018-11-21 19:14:13 UTC,2018-12-31 16:16:38 UTC,,2.2.9.9
178,Acceso,AMBA,CSA1,SCO1.CSA1-SM24,10.106.67.2,Transition,SM24-100SFP-AH,1013000051,,,Instalado,OT 100701373 UM 01/07/14,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
179,Acceso,SUR,CTB,SCO1.CTB-TRANSITION,10.106.152.2,Transition,SM24-100SFP-AH,1013000030,,,Instalado,23/04 Se envio a UM la solicitud de instalacion del SM24 - Se solicito OT#5355126 para direccionamiento vlan 55 PIM-M ,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
180,Acceso,SUR,CTB,SCO-CTB2,10.106.152.3,Transition,SM24-1000SFP-AH,"","",,Instalado,OT # 54880303 - Pendiente instalacion UM,"","","",2017-05-15 13:15:30 UTC,2017-10-27 12:05:49 UTC,,
531,Acceso,LITORAL,CTB,SCO-CTB3,10.106.152.8,Transition,S4224,14609498,"",,Instalado,"",ROA.CTB1,"",27 y 28,2018-07-03 18:24:37 UTC,2018-12-21 02:11:38 UTC,,2.2.9.9
181,Acceso,AMBA,DEV,SCO-DEV1,10.106.14.11,MRV,MRV OA2000,00201A251220,"",,Instalado,"","","",25,2017-05-15 13:15:30 UTC,2019-02-07 20:58:05 UTC,,""
182,Acceso,AMBA,DEV,SCO-DEV2,10.106.14.12,MRV,MRV OA2000,00201A2D8FA0,"",,Instalado,"","","",25,2017-05-15 13:15:30 UTC,2019-02-07 20:58:28 UTC,,""
183,Acceso,AMBA,DEV,SCO.DEV3,10.106.14.15,Transition,S4224,14525424,"",,Instalado,"","","",27-28,2017-05-15 13:15:30 UTC,2018-11-29 14:41:47 UTC,,2.2.9.9
184,Acceso,AMBA,DEV,SCO-DEV4,10.106.14.3,Transition,SM24-100SFP-AH,0012CFFA2524,"",,Instalado,Mail enviado a UM 22/01 OT 5651300,"","","",2017-05-15 13:15:30 UTC,2019-02-07 20:58:49 UTC,,""
185,Acceso,AMBA,DEV,SCO-DEV5,10.106.14.13,Transition,SM24-100SFP-AH,1033000054,"",,Instalado,17/12 mail enviado a UM,"","","",2017-05-15 13:15:30 UTC,2019-02-07 20:59:13 UTC,,""
186,Acceso,AMBA,DEV,SCO-DEV6,10.106.14.17,Transition,S4224,14524619,"",,Instalado,#102334776 PIM-P 19/06 | 117629163,"","",27-28,2017-05-15 13:15:30 UTC,2018-11-29 14:42:18 UTC,,2.2.9.9
187,Acceso,AMBA,DEV,SCO-DEV7,10.106.14.33,Transition,S4224,14571456,"",2017-05-11,Instalado,Se pide factibilidad a PIM-P OT Maximo #54867,"","",27-28,2017-05-15 13:15:30 UTC,2018-11-29 14:42:54 UTC,,2.2.9.9
